Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Pain, fatigue and hand function closely correlated to work ability and employment status in systemic sclerosis.",/pubmed/20511345,"Sandqvist G, Scheja A, Hesselstrand R.",Rheumatology (Oxford). 2010 Sep;49(9):1739-46. doi: 10.1093/rheumatology/keq145. Epub 2010 May 28.,Rheumatology (Oxford).  2010,PubMed,citation,PMID:20511345,pubmed,20511345,create date:2010/06/01 | first author:Sandqvist G
"Occupational factors, fatigue, and cardiovascular disease.",/pubmed/20467535,Collins S.,Cardiopulm Phys Ther J. 2009 Jun;20(2):28-31.,Cardiopulm Phys Ther J.  2009,PubMed,citation,PMID:20467535 | PMCID:PMC2845267,pubmed,20467535,create date:2010/05/15 | first author:Collins S
"Nurse led, home based self help treatment for patients in primary care with chronic fatigue syndrome: randomised controlled trial.",/pubmed/20418251,"Wearden AJ, Dowrick C, Chew-Graham C, Bentall RP, Morriss RK, Peters S, Riste L, Richardson G, Lovell K, Dunn G; Fatigue Intervention by Nurses Evaluation (FINE) trial writing group and the FINE trial group..",BMJ. 2010 Apr 23;340:c1777. doi: 10.1136/bmj.c1777.,BMJ.  2010,PubMed,citation,PMID:20418251 | PMCID:PMC2859122,pubmed,20418251,create date:2010/04/27 | first author:Wearden AJ
The occupational fatigue in anesthesiologists: illusion or real?,/pubmed/20394249,"Mansour A, Riad W, Moussa A.",Middle East J Anaesthesiol. 2010 Feb;20(4):529-34.,Middle East J Anaesthesiol.  2010,PubMed,citation,PMID:20394249,pubmed,20394249,create date:2010/04/17 | first author:Mansour A
Isokinetic work-to-surface electromyographic signal energy ratios as a muscular fatigue indicator.,/pubmed/19963495,"Schwartz FP, Celes RS, Bottaro M, Nascimento FA.",Conf Proc IEEE Eng Med Biol Soc. 2009;2009:1310-3. doi: 10.1109/IEMBS.2009.5332581.,Conf Proc IEEE Eng Med Biol Soc.  2009,PubMed,citation,PMID:19963495,pubmed,19963495,create date:2009/12/08 | first author:Schwartz FP
"A compromise circadian phase position for permanent night work improves mood, fatigue, and performance.",/pubmed/19928387,"Smith MR, Fogg LF, Eastman CI.",Sleep. 2009 Nov;32(11):1481-9.,Sleep.  2009,PubMed,citation,PMID:19928387 | PMCID:PMC2768954,pubmed,19928387,create date:2009/11/26 | first author:Smith MR
Work-related fatigue: the specific case of highly educated women in the Netherlands.,/pubmed/19888593,"Verdonk P, Hooftman WE, van Veldhoven MJ, Boelens LR, Koppes LL.",Int Arch Occup Environ Health. 2010 Mar;83(3):309-21. doi: 10.1007/s00420-009-0481-y. Epub 2009 Nov 4.,Int Arch Occup Environ Health.  2010,PubMed,citation,PMID:19888593 | PMCID:PMC2820214,pubmed,19888593,create date:2009/11/06 | first author:Verdonk P
Modafinil for multiple sclerosis fatigue: does it work?,/pubmed/19837509,"Littleton ET, Hobart JC, Palace J.",Clin Neurol Neurosurg. 2010 Jan;112(1):29-31. doi: 10.1016/j.clineuro.2009.09.004. Epub 2009 Oct 17.,Clin Neurol Neurosurg.  2010,PubMed,citation,PMID:19837509,pubmed,19837509,create date:2009/10/20 | first author:Littleton ET
When does nursing burnout begin? An investigation of the fatigue experience of Australian nursing students.,/pubmed/19793246,"Rella S, Winwood PC, Lushington K.",J Nurs Manag. 2009 Nov;17(7):886-97. doi: 10.1111/j.1365-2834.2008.00883.x.,J Nurs Manag.  2009,PubMed,citation,PMID:19793246,pubmed,19793246,create date:2009/10/02 | first author:Rella S
[A method to extract signals related to fatigue during visual display terminal (VDT) operation using independent component analysis].,/pubmed/19750933,"Hachiya Y, Izumi H, Ogai H, Mori K.",J UOEH. 2009 Sep 1;31(3):265-79. Japanese. ,J UOEH.  2009,PubMed,citation,PMID:19750933,pubmed,19750933,create date:2009/09/16 | first author:Hachiya Y
Effects of polyphenol on visual fatigue caused by VDT work.,/pubmed/19744375,"Yoshihara A, Yamanaka K, Kawakami M.",Int J Occup Saf Ergon. 2009;15(3):339-43.,Int J Occup Saf Ergon.  2009,PubMed,citation,PMID:19744375,pubmed,19744375,create date:2009/09/12 | first author:Yoshihara A
An examination of the relationship between workload and fatigue within and across consecutive days of work: is the relationship static or dynamic?,/pubmed/19586219,"Grech MR, Neal A, Yeo G, Smith S, Humphreys M.",J Occup Health Psychol. 2009 Jul;14(3):231-42. doi: 10.1037/a0014952.,J Occup Health Psychol.  2009,PubMed,citation,PMID:19586219,pubmed,19586219,create date:2009/07/10 | first author:Grech MR
The effectiveness of nursing education as an intervention to decrease fatigue in Turkish patients receiving chemotherapy.,/pubmed/19581225,"Yesilbalkan OU, Karadakovan A, Göker E.",Oncol Nurs Forum. 2009 Jul;36(4):E215-22. doi: 10.1188/09.ONF.E215-E222.,Oncol Nurs Forum.  2009,PubMed,citation,PMID:19581225,pubmed,19581225,create date:2009/07/08 | first author:Yesilbalkan OU
"Fatigue, resident work hours, and safety.",/pubmed/19536000,Bates DW.,Med Care. 2009 Jul;47(7):711-3. doi: 10.1097/MLR.0b013e3181adc2b9. Review. No abstract available. ,Med Care.  2009,PubMed,citation,PMID:19536000,pubmed,19536000,create date:2009/06/19 | first author:Bates DW
Chronic fatigue of the small enterprise workers participating in an occupational health checkup center in southern Taiwan.,/pubmed/19468744,"Wang FW, Chiu YW, Tu MS, Chou MY, Wang CL, Chuang HY.",Int Arch Occup Environ Health. 2009 Jul;82(7):819-25. doi: 10.1007/s00420-009-0429-2. Epub 2009 May 26.,Int Arch Occup Environ Health.  2009,PubMed,citation,PMID:19468744,pubmed,19468744,create date:2009/05/27 | first author:Wang FW
"More work is needed to protect medical residents from fatigue and potential errors, IOM report finds.",/pubmed/19461069,Clancy CM.,Am J Med Qual. 2009 May-Jun;24(3):259-61. doi: 10.1177/1062860609334614. No abstract available. ,Am J Med Qual.  2009,PubMed,citation,PMID:19461069,pubmed,19461069,create date:2009/05/23 | first author:Clancy CM
Effects of using a screen filter on call center workers' visual fatigue measurement.,/pubmed/19425464,"Chi CF, Lin YH.",Percept Mot Skills. 2009 Feb;108(1):229-38.,Percept Mot Skills.  2009,PubMed,citation,PMID:19425464,pubmed,19425464,create date:2009/05/12 | first author:Chi CF
The fatigue in workers of Iran Central Iron Ore Company in Yazd.,/pubmed/19351616,"Halvani GH, Zare M, Hobobati H.",Int J Occup Med Environ Health. 2009;22(1):19-26. doi: 10.2478/v10001-009-0009-4.,Int J Occup Med Environ Health.  2009,PubMed,citation,PMID:19351616,pubmed,19351616,create date:2009/04/09 | first author:Halvani GH
"Perceived work ability, quality of life, and fatigue in patients with rheumatoid arthritis after a 6-month course of TNF inhibitors: prospective intervention study and partial economic evaluation.",/pubmed/19337948,"Hoving JL, Bartelds GM, Sluiter JK, Sadiraj K, Groot I, Lems WF, Dijkmans BA, Wijbrandts CA, Tak PP, Nurmohamed MT, Voskuyl AE, Frings-Dresen MH.",Scand J Rheumatol. 2009;38(4):246-50. doi: 10.1080/03009740902748264.,Scand J Rheumatol.  2009,PubMed,citation,PMID:19337948,pubmed,19337948,create date:2009/04/02 | first author:Hoving JL
Reexamining fatigue: implications for nursing practice.,/pubmed/19300075,"Graves K, Simmons D.",Crit Care Nurs Q. 2009 Apr-Jun;32(2):112-5. doi: 10.1097/01.CNQ.0000348198.16788.df. Review.,Crit Care Nurs Q.  2009,PubMed,citation,PMID:19300075,pubmed,19300075,create date:2009/03/21 | first author:Graves K
"A longitudinal path model of psychological workload, fatigue and neck/shoulder symptoms among female childcare workers.",/pubmed/19289875,"Larsman P, Hanse JJ.",Work. 2009;32(2):219-26. doi: 10.3233/WOR-2009-0808.,Work.  2009,PubMed,citation,PMID:19289875,pubmed,19289875,create date:2009/03/18 | first author:Larsman P
[Chronophysiological study of occupational fatigue].,/pubmed/19133539,Sorokin GA.,Fiziol Cheloveka. 2008 Nov-Dec;34(6):70-7. Russian.  No abstract available. ,Fiziol Cheloveka.  2008,PubMed,citation,PMID:19133539,pubmed,19133539,create date:2009/01/13 | first author:Sorokin GA
[Work-related fatigue in highly-educated women older than 50].,/pubmed/20356432,Knoers NV.,Ned Tijdschr Geneeskd. 2010;154:A1973. Dutch. ,Ned Tijdschr Geneeskd.  2010,PubMed,citation,PMID:20356432,pubmed,20356432,create date:2009/01/01 | first author:Knoers NV
Assessment of fibromyalgia & chronic fatigue syndrome: a new protocol designed to determine work capability--chronic pain abilities determination (CPAD).,/pubmed/19051616,"Kelly M, Gagne R, Newman JD, Olney C, Gualtieri C, Trail D.",Ir Med J. 2008 Oct;101(9):277-8.,Ir Med J.  2008,PubMed,citation,PMID:19051616,pubmed,19051616,create date:2008/12/05 | first author:Kelly M
Abnormal liver function and central obesity associate with work-related fatigue among the Taiwanese workers.,/pubmed/19030209,"Lin YC, Chen JD, Chen CJ.",World J Gastroenterol. 2008 Nov 14;14(42):6541-5.,World J Gastroenterol.  2008,PubMed,citation,PMID:19030209 | PMCID:PMC2773343,pubmed,19030209,create date:2008/11/26 | first author:Lin YC
The Swedish occupational fatigue inventory in people with multiple sclerosis.,/pubmed/18843426,"Johansson S, Ytterberg C, Back B, Holmqvist LW, von Koch L.",J Rehabil Med. 2008 Oct;40(9):737-43. doi: 10.2340/16501977-0236.,J Rehabil Med.  2008,PubMed,citation,PMID:18843426,pubmed,18843426,create date:2008/10/10 | first author:Johansson S
Benchmark duration of work hours for development of fatigue symptoms in Japanese workers with adjustment for job-related stress.,/pubmed/18793288,"Suwazono Y, Dochi M, Kobayashi E, Oishi M, Okubo Y, Tanaka K, Sakata K.",Risk Anal. 2008 Dec;28(6):1689-98. doi: 10.1111/j.1539-6924.2008.01107.x. Epub 2008 Sep 11.,Risk Anal.  2008,PubMed,citation,PMID:18793288,pubmed,18793288,create date:2008/09/17 | first author:Suwazono Y
Effects of glatiramer acetate on fatigue and days of absence from work in first-time treated relapsing-remitting multiple sclerosis.,/pubmed/18775064,"Ziemssen T, Hoffman J, Apfel R, Kern S.",Health Qual Life Outcomes. 2008 Sep 5;6:67. doi: 10.1186/1477-7525-6-67.,Health Qual Life Outcomes.  2008,PubMed,citation,PMID:18775064 | PMCID:PMC2542355,pubmed,18775064,create date:2008/09/09 | first author:Ziemssen T
A recent advance in the objective quantification of operational fatigue: the Fatigue Science SleepBand program.,/pubmed/18717126,Caldwell JA.,Aviat Space Environ Med. 2008 Aug;79(8):821. No abstract available. ,Aviat Space Environ Med.  2008,PubMed,citation,PMID:18717126,pubmed,18717126,create date:2008/08/23 | first author:Caldwell JA
The reliability and validity of fatigue measures during multiple-sprint work: an issue revisited.,/pubmed/18714226,"Glaister M, Howatson G, Pattison JR, McInnes G.",J Strength Cond Res. 2008 Sep;22(5):1597-601. doi: 10.1519/JSC.0b013e318181ab80.,J Strength Cond Res.  2008,PubMed,citation,PMID:18714226,pubmed,18714226,create date:2008/08/21 | first author:Glaister M
The top-down influence of ergogenic placebos on muscle work and fatigue.,/pubmed/18702709,"Pollo A, Carlino E, Benedetti F.",Eur J Neurosci. 2008 Jul;28(2):379-88. doi: 10.1111/j.1460-9568.2008.06344.x.,Eur J Neurosci.  2008,PubMed,citation,PMID:18702709,pubmed,18702709,create date:2008/08/16 | first author:Pollo A
[Psycho-physical fatigue in hospital personnel and intervention of the occupational physician].,/pubmed/18700675,"Guerra G, Cangiano G, Calicchia S, Papaleo B.",G Ital Med Lav Ergon. 2008 Jan-Mar;30(1):37-40. Italian. ,G Ital Med Lav Ergon.  2008,PubMed,citation,PMID:18700675,pubmed,18700675,create date:2008/08/15 | first author:Guerra G
Fatigue resistance of engine-driven rotary nickel-titanium instruments produced by new manufacturing methods.,/pubmed/18634935,"Gambarini G, Grande NM, Plotino G, Somma F, Garala M, De Luca M, Testarelli L.",J Endod. 2008 Aug;34(8):1003-5. doi: 10.1016/j.joen.2008.05.007. Epub 2008 Jun 25.,J Endod.  2008,PubMed,citation,PMID:18634935,pubmed,18634935,create date:2008/07/19 | first author:Gambarini G
The effects of a 1-year physical exercise programme on development of fatigue during a simulated ambulance work task.,/pubmed/18622823,"Aasa U, Angquist KA, Barnekow-Bergkvist M.",Ergonomics. 2008 Aug;51(8):1179-94. doi: 10.1080/00140130802116471.,Ergonomics.  2008,PubMed,citation,PMID:18622823,pubmed,18622823,create date:2008/07/16 | first author:Aasa U
Work fatigue and physiological symptoms in different occupations of high-elevation construction workers.,/pubmed/18620333,"Chang FL, Sun YM, Chuang KH, Hsu DJ.",Appl Ergon. 2009 Jul;40(4):591-6. doi: 10.1016/j.apergo.2008.04.017. Epub 2008 Jul 11.,Appl Ergon.  2009,PubMed,citation,PMID:18620333,pubmed,18620333,create date:2008/07/16 | first author:Chang FL
Electromyographical manifestations of muscle fatigue during different levels of simulated light manual assembly work.,/pubmed/18586520,"Bosch T, de Looze MP, Kingma I, Visser B, van Dieën JH.",J Electromyogr Kinesiol. 2009 Aug;19(4):e246-56. doi: 10.1016/j.jelekin.2008.04.014. Epub 2008 Jun 30.,J Electromyogr Kinesiol.  2009,PubMed,citation,PMID:18586520,pubmed,18586520,create date:2008/07/01 | first author:Bosch T
Perceived physical strain in paid and unpaid work and the work-home interface: the associations with musculoskeletal pain and fatigue among public employees.,/pubmed/18581691,"Fjell Y, Alexanderson K, Nordenmark M, Bildt C.",Women Health. 2008;47(1):21-44. doi: 10.1300/J013v47n01_02.,Women Health.  2008,PubMed,citation,PMID:18581691,pubmed,18581691,create date:2008/06/28 | first author:Fjell Y
Keeping individuals with kidney disease safe: raising awareness of the effects of nurse fatigue.,/pubmed/18472679,Bodin S.,Nephrol Nurs J. 2008 Mar-Apr;35(2):115-6. No abstract available. ,Nephrol Nurs J.  2008,PubMed,citation,PMID:18472679,pubmed,18472679,create date:2008/05/14 | first author:Bodin S
[Chronic fatigue syndrome: from misunderstood illness to cause of job fitness management problem and of work total disability in a physiotherapist. Case report].,/pubmed/18409979,"Belotti L, Bigoni F, Pezzoli F, Mosconi G.",G Ital Med Lav Ergon. 2007 Jul-Sep;29(3 Suppl):819-20. Italian. ,G Ital Med Lav Ergon.  2007,PubMed,citation,PMID:18409979,pubmed,18409979,create date:2008/04/16 | first author:Belotti L
"How do hospitalized patients feel about resident work hours, fatigue, and discontinuity of care?",/pubmed/18264835,"Fletcher KE, Wiest FC, Halasyamani L, Lin J, Nelson V, Kaufman SR, Saint S, Schapira M.",J Gen Intern Med. 2008 May;23(5):623-8. doi: 10.1007/s11606-007-0384-0. Epub 2008 Feb 9.,J Gen Intern Med.  2008,PubMed,citation,PMID:18264835 | PMCID:PMC2324147,pubmed,18264835,create date:2008/02/12 | first author:Fletcher KE
Estimation of the psychological load in the performance of nurses' work based on subjective fatigue symptoms.,/pubmed/18229642,"Szczurak T, Kamińska B, Szpak A.",Adv Med Sci. 2007;52 Suppl 1:102-4.,Adv Med Sci.  2007,PubMed,citation,PMID:18229642,pubmed,18229642,create date:2008/01/31 | first author:Szczurak T
The influence of fatigue-induced increase in relative work rate on temperature regulation during exercise.,/pubmed/18202847,"Kacin A, Golja P, Tipton MJ, Eiken O, Mekjavic IB.",Eur J Appl Physiol. 2008 May;103(1):71-7. doi: 10.1007/s00421-008-0674-1. Epub 2008 Jan 18.,Eur J Appl Physiol.  2008,PubMed,citation,PMID:18202847,pubmed,18202847,create date:2008/01/19 | first author:Kacin A
"Muscle endurance in elderly nursing home residents is related to fatigue perception, mobility, and circulating tumor necrosis factor-alpha, interleukin-6, and heat shock protein 70.",/pubmed/18179479,"Bautmans I, Njemini R, Predom H, Lemper JC, Mets T.",J Am Geriatr Soc. 2008 Mar;56(3):389-96. doi: 10.1111/j.1532-5415.2007.01571.x. Epub 2007 Dec 27.,J Am Geriatr Soc.  2008,PubMed,citation,PMID:18179479,pubmed,18179479,create date:2008/01/09 | first author:Bautmans I
"Exercise-induced respiratory muscle work: effects on blood flow, fatigue and performance.",/pubmed/18085273,"Dempsey JA, Miller JD, Romer L, Amann M, Smith CA.",Adv Exp Med Biol. 2008;605:209-12. No abstract available. ,Adv Exp Med Biol.  2008,PubMed,citation,PMID:18085273,pubmed,18085273,create date:2007/12/19 | first author:Dempsey JA
Epidemiological diagnosis of occupational fatigue in a fly-in fly-out operation of the mineral industry.,/pubmed/18065400,"Muller R, Carter A, Williamson A.",Ann Occup Hyg. 2008 Jan;52(1):63-72. Epub 2007 Dec 6.,Ann Occup Hyg.  2008,PubMed,citation,PMID:18065400,pubmed,18065400,create date:2007/12/11 | first author:Muller R
Inspiratory muscle work in acute hypoxia influences locomotor muscle fatigue and exercise performance of healthy humans.,/pubmed/17715180,"Amann M, Pegelow DF, Jacques AJ, Dempsey JA.",Am J Physiol Regul Integr Comp Physiol. 2007 Nov;293(5):R2036-45. Epub 2007 Aug 22.,Am J Physiol Regul Integr Comp Physiol.  2007,PubMed,citation,PMID:17715180,pubmed,17715180,create date:2007/08/24 | first author:Amann M
The relation between cumulative fatigue and marital status in Japanese workers.,/pubmed/17711807,"Dochi M, Suwazono Y, Oishi M, Sakata K, Kobayashi E, Nogawa K.",Behav Med. 2007 Summer;33(2):55-65.,Behav Med.  2007,PubMed,citation,PMID:17711807,pubmed,17711807,create date:2007/08/23 | first author:Dochi M
"[Fatigue, myalgic encephalomyelitis/chronic fatigue syndrome and work].",/pubmed/17694488,"Jansen Y, Koolhaas MP.",Tijdschr Psychiatr. 2007;49(8):555-7. Dutch.  No abstract available. ,Tijdschr Psychiatr.  2007,PubMed,citation,PMID:17694488,pubmed,17694488,create date:2007/08/19 | first author:Jansen Y
"[Course, consequences and treatment of prolonged fatigue among workers: an overview of findings from the Maastricht Cohort Study].",/pubmed/17694487,"Kant I, Jansen NW, van Amelsvoort LG, Huibers MJ.",Tijdschr Psychiatr. 2007;49(8):547-54. Review. Dutch. ,Tijdschr Psychiatr.  2007,PubMed,citation,PMID:17694487,pubmed,17694487,create date:2007/08/19 | first author:Kant I
[Aetiology of prolonged fatigue among workers. An overview of findings from the Maastricht Cohort Study].,/pubmed/17694486,"Jansen NW, Huibers MJ, van Amelsvoort LG, Kant I.",Tijdschr Psychiatr. 2007;49(8):537-45. Review. Dutch. ,Tijdschr Psychiatr.  2007,PubMed,citation,PMID:17694486,pubmed,17694486,create date:2007/08/19 | first author:Jansen NW
